Timestep,Nearest Target,Distance
0.0,Hostage 1,30.067423833777312
0.01999999955300069,Hostage 1,30.06988624858753
0.03999999910599428,Hostage 1,30.070400026485448
0.05999999865889549,Hostage 1,30.070519235964706
0.07999999821189618,Hostage 1,30.070533417528676
0.09999999776489688,Hostage 1,30.0705678430577
0.11999999731779809,Hostage 1,30.070561724500728
0.13999999687079878,Hostage 1,30.070531927650208
0.15999999642379947,Hostage 1,30.070561938780326
0.1799999959767007,Hostage 1,30.07053191753483
0.19999999552969427,Hostage 1,30.070561938649323
0.21999999508269497,Hostage 1,30.070531917547214
0.23999999463559618,Hostage 1,30.070561938646065
0.2599999941885969,Hostage 1,30.070586072273763
0.27999999374159756,Hostage 1,30.070586223605794
0.2999999932944988,Hostage 1,30.070589144162344
0.31999999284749947,Hostage 1,30.070568664987796
0.3399999924004007,Hostage 1,30.070571559858287
0.35999999195339427,Hostage 1,30.070551077991006
0.37999999150639496,Hostage 1,30.070549746878864
0.3999999910592962,Hostage 1,30.070520264101916
0.41999999061229687,Hostage 1,30.070511187786916
0.43999999016529756,Hostage 1,30.07051115261534
0.4599999897181988,Hostage 1,30.070511160828932
0.47999998927119947,Hostage 1,30.070511160942484
0.49999998882420016,Hostage 1,30.070502872339297
0.5199999883770943,Hostage 1,30.07049380366291
0.539999987930095,Hostage 1,30.070463019749795
0.5599999874830957,Hostage 1,30.07043297404946
0.5799999870359969,Hostage 1,30.07043289647507
0.5999999865889976,Hostage 1,30.07043286574765
0.6199999861419982,Hostage 1,30.070432865553443
0.6399999856948995,Hostage 1,30.070432883908865
0.6599999852479002,Hostage 1,30.070428294535542
0.6799999848009008,Hostage 1,30.070428293562458
0.699999984353795,Hostage 1,30.070425994374737
0.7199999839067956,Hostage 1,30.07042599382467
0.7399999834596969,Hostage 1,30.07042599389605
0.7599999830126976,Hostage 1,30.07043554639115
0.7799999825656982,Hostage 1,30.07043557345926
0.7999999821185995,Hostage 1,30.070432274574035
0.8199999816716002,Hostage 1,30.070441597132405
0.8399999812246008,Hostage 1,30.070441600933446
0.859999980777495,Hostage 1,30.07044160040228
0.8799999803304956,Hostage 1,30.070441600392833
0.8999999798834963,Hostage 1,30.070441600392833
0.9199999794363976,Hostage 1,30.070441600392833
0.9399999789893982,Hostage 1,30.070441600392833
0.9599999785423989,Hostage 1,30.070441600392833
0.9799999780953002,Hostage 1,30.070441600392833
0.9999999776483008,Hostage 1,30.070441600392833
1.0199999772012944,Hostage 1,30.070441600392833
1.0399999767541956,Hostage 1,30.070441600392833
1.0599999763071963,Hostage 1,30.070441600392833
1.079999975860197,Hostage 1,30.06135655818878
1.0999999754130982,Hostage 1,30.04779816746826
