Timestep,Nearest Target,Distance
0.0,1,30.067423833777312
0.019999999552993586,1,30.06988624858753
0.03999999910598717,1,30.07040599444194
0.05999999865900918,1,30.070518318605167
0.079999998211008,1,30.07055913555047
0.09999999776400159,1,30.070550235605666
0.11999999731699518,1,30.07055105505026
0.13999999686998876,1,30.070567634906933
0.15999999642301077,1,30.07056763881712
0.17999999597600436,1,30.07056763896996
0.19999999552899794,1,30.0705327228991
0.21999999508199153,1,30.07051383630426
0.23999999463498511,1,30.07051371564146
0.2599999941880071,1,30.070513279280828
0.2799999937410007,1,30.070478159868046
0.2999999932939943,1,30.070478749608974
0.3199999928469879,1,30.070478694150406
0.3399999924000099,1,30.070478705843165
0.3599999919530035,1,30.07047870603967
0.37999999150599706,1,30.070478706036734
0.39999999105899064,1,30.070478706036734
0.41999999061201265,1,30.070478706036734
0.43999999016500624,1,30.07050861361923
0.4599999897179998,1,30.070513081775974
0.4799999892709934,1,30.070516772858998
0.499999988823987,1,30.070521085418026
0.519999988377009,1,30.070551774954538
0.5399999879300026,1,30.070520339148047
0.5599999874829962,1,30.070546026226253
0.5799999870359898,1,30.07057642168262
0.5999999865890118,1,30.070606722198523
0.6199999861420054,1,30.070606795662886
0.6399999856949989,1,30.07059435500354
0.6599999852469978,1,30.070592430859506
0.6799999847999914,1,30.070606809327877
0.6999999843529849,1,30.07059458866508
0.719999983906007,1,30.070594546356542
0.7399999834590005,1,30.070594575078314
0.7599999830119941,1,30.07056937880473
0.7799999825649877,1,30.070549644375827
0.7999999821180097,1,30.070519920975126
0.8199999816710033,1,30.07052906450215
0.8399999812239969,1,30.0705285633665
0.8599999807769905,1,30.070528710314388
0.8799999803300125,1,30.07053667935176
0.8999999798830061,1,30.064012268990982
0.9199999794359996,1,30.052079455927494
0.9399999789889932,1,30.034931283830634
0.9599999785419868,1,30.007475747003504
0.9799999780950088,1,29.98007117450056
0.9999999776480024,1,29.9476646937227
1.019999977200996,1,29.92444878157839
1.0399999767539896,1,29.901260332779554
1.0599999763070116,1,29.882603136906315
1.0799999758600052,1,29.86924034983751
1.0999999754129988,1,29.86923896008904
1.1199999749659924,1,29.86923042436531
1.139999974518986,1,29.86919610905825
1.159999974072008,1,29.86918509786982
1.1799999736250015,1,29.86918519208893
1.1999999731779951,1,29.869183834354224
1.2199999727309887,1,29.869160216028796
1.2399999722829875,1,29.869144864535667
1.2599999718360095,1,29.86914397212864
1.2799999713890031,1,29.86911609306893
1.2999999709419967,1,29.869107496492514
1.3199999704949903,1,29.869080053875155
1.3399999700480123,1,29.869070246704133
1.3599999696010059,1,29.869070091598658
1.3799999691539995,1,29.869068950752457
1.399999968706993,1,29.86907983788299
1.4199999682599866,1,29.869080087207603
1.4399999678130087,1,29.869054764017694
1.4599999673660022,1,29.869079932102007
1.4799999669189958,1,29.869079932102007
1.4999999664719894,1,29.869079932102007
1.5199999660250114,1,29.869079932102007
1.539999965578005,1,29.869079932102007
1.5599999651309986,1,29.869079932102007
1.5799999646839922,1,29.869079932102007
1.5999999642369858,1,29.869079932102007
1.6199999637900078,1,29.869079932102007
1.6399999633430014,1,29.869079932102007
1.659999962895995,1,29.869079932102007
1.6799999624489885,1,29.869079932102007
1.6999999620020105,1,29.86909010690134
1.7199999615550041,1,29.869080087207603
1.7399999611079977,1,29.869049016708352
1.7599999606609913,1,29.869048861602817
1.7799999602139849,1,29.869052244984793
1.7999999597670069,1,29.869052305871445
1.8199999593190057,1,29.869050247333906
1.8399999588719993,1,29.869060671461174
1.8599999584249929,1,29.869060671461174
1.8799999579779865,1,29.869060671461174
1.8999999575310085,1,29.869051882389545
1.919999957084002,1,29.869051943276073
1.9399999566369956,1,29.86907977699642
1.9599999561899892,1,29.869044291952232
1.9799999557430112,1,29.86907977699642
1.9999999552960048,1,29.869088300219033
2.0199999548489984,1,29.86908845532477
2.039999954401992,1,29.86908836110572
2.0599999539549856,1,29.86910109223387
2.0799999535080076,1,29.869100415366486
2.099999953061001,1,29.869125599410086
2.1199999526139948,1,29.869092453842928
2.1399999521669884,1,29.869095951534916
2.1599999517200104,1,29.869071815464046
2.179999951273004,1,29.86908832562089
2.1999999508259975,1,29.86908832562089
2.219999950378991,1,29.86908832562089
2.239999949932013,1,29.86908832562089
2.2599999494850067,1,29.85706016974706
2.2799999490380003,1,29.845019282812217
2.299999948590994,1,29.820946142440505
2.3199999481439875,1,29.77436421016007
2.3399999476970095,1,29.72777847113676
2.359999947250003,1,29.669886624463977
2.379999946802002,1,29.60069994730786
2.3999999463549955,1,29.508984155963176
2.419999945907989,1,29.406046147652386
2.439999945461011,1,29.30178174613379
2.4599999450140047,1,29.19754058940229
2.4799999445669982,1,29.092145463867475
2.499999944119992,1,28.986290775670348
2.5199999436729854,1,28.87946558746448
2.5399999432260074,1,28.7729713288713
2.559999942779001,1,28.66097636338361
2.5799999423319946,1,28.54342491536853
2.599999941884988,1,28.426334686353904
2.61999994143801,1,28.309630542741285
2.6399999409910038,1,28.193359722987225
2.6599999405439974,1,28.077519084896483
2.679999940096991,1,27.962107176129642
2.699999939650013,1,27.847174994505323
2.7199999392030065,1,27.73269966929979
2.739999938756,1,27.61865190988918
2.7599999383089937,1,27.505033411662676
2.7799999378619873,1,27.391880842183568
2.7999999374150093,1,27.279026259058494
2.819999936968003,1,27.166463013782746
2.8399999365209965,1,27.054358696770116
2.85999993607399,1,26.941737619378383
2.879999935627012,1,26.829613068096013
2.8999999351800057,1,26.714214832790912
2.9199999347329992,1,26.596367969436688
2.939999934285993,1,26.478965189400046
2.9599999338379916,1,26.358879831989107
2.9799999333909852,1,26.23719574796098
2.9999999329440072,1,26.112693577425958
3.019999932497001,1,25.982512096866817
3.0399999320499944,1,25.852614827759936
3.059999931602988,1,25.719567818664537
3.07999993115601,1,25.58793172886955
3.0999999307090036,1,25.464561560091003
3.119999930261997,1,25.34176251410523
3.1399999298149908,1,25.219402487975906
3.1599999293680128,1,25.097461152768876
3.1799999289210064,1,24.9759458818504
3.199999928474,1,24.854857235309268
3.2199999280269935,1,24.734229308256864
3.239999927579987,1,24.61403163466434
3.259999927133009,1,24.49429886298798
3.2799999266860027,1,24.37499376194991
3.2999999262389963,1,24.256218612458458
3.31999992579199,1,24.137901643688053
3.339999925345012,1,24.020062233664344
3.3599999248980055,1,23.902675243026664
3.379999924450999,1,23.785804775727406
3.3999999240039926,1,23.669457286147566
3.4199999235569862,1,23.55362144095599
3.4399999231100082,1,23.438270645396663
3.459999922663002,1,23.32348187828482
3.4799999222159954,1,23.209209014195174
3.499999921768989,1,23.095482233499716
3.519999921322011,1,22.982309090129917
3.53999992087401,1,22.869690642046788
3.5599999204270034,1,22.758852037338958
3.579999919979997,1,22.648603936412375
3.5999999195329906,1,22.538152195463727
3.6199999190860126,1,22.42826118255939
3.639999918639006,1,22.318402750049803
3.6599999181919998,1,22.207524617677898
3.6799999177449934,1,22.097238108355917
3.699999917297987,1,21.983387089690712
3.719999916851009,1,21.867390887990737
3.7399999164040025,1,21.751928342483694
3.759999915956996,1,21.630567164015428
3.7799999155099897,1,21.49844763758547
3.7999999150630117,1,21.36222418318467
3.8199999146160053,1,21.21678810781078
3.839999914168999,1,21.07166181522807
3.8599999137219925,1,20.924755542021682
3.879999913274986,1,20.767540193907234
3.899999912828008,1,20.608540285892737
3.9199999123810016,1,20.449960879159853
3.9399999119339952,1,20.29588644712267
3.959999911486989,1,20.165771799464846
3.979999911040011,1,20.03640289461787
3.9999999105930044,1,19.942210399888896
4.019999910145998,1,19.87497322146374
4.039999909698992,1,19.838437113017786
4.059999909251985,1,19.800865486384836
4.079999908805007,1,19.801774620116475
4.099999908357006,1,19.832526400345326
4.11999990791,1,19.889990497873598
4.139999907462993,1,19.94856643692108
4.159999907015987,1,20.026799772121286
4.179999906569009,1,20.112202607545665
4.199999906122002,1,20.20540275723749
4.219999905674996,1,20.30056071345889
4.2399999052279895,1,20.39652917608307
4.2599999047810115,1,20.489948601476605
4.279999904334005,1,20.578255711377064
4.299999903886999,1,20.660378156829015
4.319999903439992,1,20.740059917550603
4.339999902992986,1,20.81605684948025
4.359999902546008,1,20.893002677395515
4.3799999020990015,1,20.96149112169621
4.399999901651995,1,21.025922976256854
4.419999901204989,1,21.083147421137657
4.439999900758011,1,21.136991662816236
4.459999900311004,1,21.191912383047907
4.479999899863998,1,21.24501345884322
4.499999899416991,1,21.299185634980468
4.519999898969985,1,21.354418527513754
4.539999898523007,1,21.410710360716003
4.559999898076001,1,21.468041410354278
4.579999897628994,1,21.526409846832678
4.599999897181988,1,21.585805724092843
4.61999989673501,1,21.645193658498368
4.639999896288003,1,21.705079148891244
4.659999895840997,1,21.765976850483355
4.679999895392996,1,21.82684986006215
4.699999894945989,1,21.886919137387757
4.719999894499011,1,21.945411050440356
4.739999894052005,1,22.004136970201337
4.7599998936049985,1,22.06385861728125
4.779999893157992,1,22.122776662797577
4.799999892710986,1,22.181140917999176
4.819999892264008,1,22.237643184168107
4.839999891817001,1,22.294631519806853
4.859999891369995,1,22.35261825983659
4.8799998909229885,1,22.4116044763222
4.8999998904760105,1,22.471571259012503
4.919999890029004,1,22.532511325666423
4.939999889581998,1,22.594427150196502
4.959999889134991,1,22.65729917858146
4.979999888688013,1,22.72112486731653
4.999999888241007,1,22.785893662874724
5.019999887794,1,22.851603514949094
5.039999887346994,1,22.918237724324285
5.059999886899988,1,22.985792564392682
5.07999988645301,1,23.054259076826366
5.099999886006003,1,23.123630014826208
5.119999885558997,1,23.193902139748086
5.13999988511199,1,23.265066267774593
5.159999884665012,1,23.337106514629927
5.179999884218006,1,23.410013879114285
5.1999998837709995,1,23.483785062856974
5.219999883323993,1,23.558411950927532
5.239999882876987,1,23.633895324324715
5.2599998824289855,1,23.710213844653044
5.2799998819820075,1,23.78735923329695
5.299999881535001,1,23.86532798311514
5.319999881087995,1,23.944112050823676
5.339999880640988,1,24.02371672542012
5.35999988019401,1,24.104107361911808
5.379999879747004,1,24.18528932716977
