038,Timestep,x,y,z
0,0.0,0.54,-9.14,-20.47
1,0.01999999955300069,0.5399833924685723,-9.139999046325824,-20.392616959999998
2,0.0399999991058948,0.5399808014158316,-9.140000953678495,-20.37713882
3,0.05999999865889549,0.5399616013647034,-9.139978065494306,-20.3740451
4,0.07999999821189618,0.5399338897644751,-9.139960899356808,-20.373425219999998
5,0.0999999977647974,0.5399389094611191,-9.139963760381974,-20.373303149999998
6,0.11999999731779809,0.539946888146276,-9.139967575073948,-20.37327835
7,0.13999999687079878,0.5399501717938072,-9.139982833866908,-20.37327263
8,0.1599999964237,0.539967869782346,-9.14000381469969,-20.37327263
9,0.1799999959767007,0.5399585370120457,-9.139979972841392,-20.37327263
10,0.19999999552970138,0.5399322402915294,-9.140008583078833,-20.37327263
11,0.2199999950825955,0.5399390094004887,-9.140024795533726,-20.37327263
12,0.23999999463559618,0.5399304541627877,-9.140002861026463,-20.37327263
13,0.2599999941885969,0.5399303612089454,-9.140002861029538,-20.37327263
14,0.2799999937414981,0.5399303739966621,-9.140002861027684,-20.37327263
15,0.2999999932944988,0.5399303742712456,-9.140002861025712,-20.37327263
16,0.31999999284749947,0.539930374249013,-9.140002861023323,-20.37327263
17,0.3399999924004007,0.539930374249013,-9.140002861023323,-20.37327263
18,0.3599999919534014,0.539930374249013,-9.140002861023323,-20.37327263
19,0.3799999915062955,0.539930374249013,-9.140002861023323,-20.37327263
20,0.3999999910592962,0.539930374249013,-9.140002861023323,-20.37327263
21,0.41999999061229687,0.539930374249013,-9.140002861023323,-20.37327263
22,0.4399999901651981,0.539930374249013,-9.140002861023323,-20.37327263
23,0.4599999897181988,0.539930374249013,-9.140002861023323,-20.37327263
24,0.47999998927119947,0.539930374249013,-9.140002861023323,-20.37327263
25,0.4999999888241007,0.539930374249013,-9.140002861023323,-20.37327263
26,0.5199999883771014,0.539930374249013,-9.140002861023323,-20.37327263
27,0.539999987930095,0.539930374249013,-9.140002861023323,-20.37327263
28,0.5599999874829962,0.5399249419337483,-9.139988555911614,-20.37327263
29,0.5799999870359969,0.5399033303166229,-9.139999046333399,-20.37327263
30,0.5999999865889976,0.5398783237413645,-9.140024795545688,-20.37327263
31,0.6199999861418988,0.5398553540057096,-9.140004768366342,-20.37327263
32,0.6399999856948995,0.5398552510989165,-9.140004768361115,-20.37327263
