026,Timestep,x,y,z
0,0.0,0.54,-9.14,-20.47
1,0.01999999955300069,0.5400158056253667,-9.140013351439286,-20.392616959999998
2,0.03999999910590191,0.5400001591246518,-9.14002479552966,-20.37713882
3,0.0599999986589026,0.5399909074521768,-9.140001907349358,-20.3740451
4,0.07999999821190329,0.5399829278995628,-9.139984741210348,-20.373425219999998
5,0.0999999977648045,0.5399999689098084,-9.139963760373808,-20.373303149999998
6,0.1199999973178052,0.5400001526622772,-9.139963760374393,-20.37327835
7,0.13999999687079878,0.5400001197691883,-9.139963760374188,-20.37327263
8,0.1599999964237,0.5399929425089325,-9.139947547907665,-20.37327263
9,0.1799999959767007,0.5399928736548578,-9.139947547910342,-20.37327263
10,0.19999999552970138,0.5399928844814269,-9.139947547909093,-20.37327263
11,0.2199999950826026,0.5399928846923253,-9.13994754791377,-20.37327263
12,0.2399999946356033,0.5399928846700928,-9.13994754791138,-20.37327263
13,0.259999994188604,0.5399928846700928,-9.13994754791138,-20.37327263
14,0.2799999937415052,0.5399928846700928,-9.13994754791138,-20.37327263
15,0.2999999932944988,0.5399928846700928,-9.13994754791138,-20.37327263
16,0.3199999928474,0.5399792113666035,-9.139941825869593,-20.37327263
17,0.3399999924004007,0.5399705879316172,-9.139951362613377,-20.37327263
18,0.3599999919534014,0.539981022190027,-9.139946594233722,-20.37327263
19,0.3799999915063026,0.5399760178803619,-9.139931335451383,-20.37327263
20,0.3999999910593033,0.5399838504238923,-9.13995708465899,-20.37327263
21,0.419999990612304,0.540001882621913,-9.139969482421039,-20.37327263
22,0.4399999901652052,0.5400020431926976,-9.139969482417252,-20.37327263
23,0.4599999897181988,0.5400194770231626,-9.139979972833235,-20.37327263
24,0.47999998927119947,0.5400403167243,-9.14000953674062,-20.37327263
25,0.4999999888241007,0.540060821460904,-9.140024795529634,-20.37327263
26,0.5199999883771014,0.5400858481873401,-9.14003623962152,-20.37327263
27,0.5399999879301021,0.540061214577325,-9.140024795526475,-20.37327263
28,0.5599999874830033,0.5400849143626079,-9.140054359416006,-20.37327263
29,0.579999987036004,0.540077915990343,-9.14005054473538,-20.37327263
30,0.5999999865890047,0.5400886090763913,-9.14003433227054,-20.37327263
31,0.6199999861418988,0.5400887229317215,-9.140034332269636,-20.37327263
32,0.6399999856948995,0.5400887069066622,-9.140034332260862,-20.37327263
33,0.6599999852479002,0.5400887065822111,-9.14003433226647,-20.37327263
34,0.6799999848008014,0.5400887066044437,-9.14003433226886,-20.37327263
35,0.6999999843538021,0.5400887066128588,-9.140034332274261,-20.37327263
36,0.7199999839068028,0.5400887066044437,-9.14003433226886,-20.37327263
37,0.739999983459704,0.5400887066128588,-9.140034332274261,-20.37327263
38,0.7599999830127047,0.5400887066044437,-9.14003433226886,-20.37327263
39,0.7799999825655988,0.5400887066128588,-9.140034332274261,-20.37327263
40,0.7999999821185995,0.5400887066044437,-9.14003433226886,-20.37327263
41,0.8199999816716002,0.5400887066128588,-9.140034332274261,-20.37327263
42,0.8399999812245014,0.5400887066044437,-9.14003433226886,-20.37327263
43,0.8599999807775021,0.5400887066128588,-9.140034332274261,-20.37327263
44,0.8799999803305028,0.5400887066044437,-9.14003433226886,-20.37327263
45,0.899999979883404,0.5400887066128588,-9.140034332274261,-20.37327263
46,0.9199999794364047,0.5400887066044437,-9.14003433226886,-20.37327263
47,0.9399999789894053,0.5400887066128588,-9.140034332274261,-20.37327263
48,0.9599999785422995,0.5400887066044437,-9.14003433226886,-20.37327263
49,0.9799999780953002,0.5400887066128588,-9.140034332274261,-20.37327263
50,0.9999999776483008,0.5400887066044437,-9.14003433226886,-20.37327263
51,1.019999977201202,0.5400887066128588,-9.140034332274261,-20.37327263
52,1.0399999767542027,0.5400887066044437,-9.14003433226886,-20.37327263
53,1.0599999763072034,0.5400776866768756,-9.140050544734928,-20.37327263
54,1.0799999758601047,0.5400775808790329,-9.140050544734976,-20.37327263
55,1.0999999754131053,0.5400775974939013,-9.14005054473203,-20.37327263
56,1.119999974966099,0.5400775978258492,-9.140050544733256,-20.37327263
57,1.1399999745190001,0.5400775978114914,-9.140050544737111,-20.37327263
58,1.1599999740720008,0.5400775978114914,-9.140050544737111,-20.37327263
59,1.1799999736250015,0.5400775978114914,-9.140050544737111,-20.37327263
60,1.1999999731779027,0.5400775978114914,-9.140050544737111,-20.37327263
61,1.2199999727309034,0.5400775978114914,-9.140050544737111,-20.37327263
62,1.2399999722838047,0.5400775978114914,-9.140050544737111,-20.37327263
63,1.2599999718368053,0.5400775978114914,-9.140050544737111,-20.37327263
64,1.279999971389799,0.5400775978114914,-9.140050544737111,-20.37327263
65,1.2999999709427001,0.5400775978114914,-9.140050544737111,-20.37327263
66,1.3199999704957008,0.5400775978114914,-9.140050544737111,-20.37327263
67,1.3399999700487015,0.5400775978114914,-9.140050544737111,-20.37327263
68,1.3599999696016027,0.5400775978114914,-9.140050544737111,-20.37327263
69,1.3799999691546034,0.5400775978114914,-9.140050544737111,-20.37327263
70,1.3999999687076041,0.5400775978114914,-9.140050544737111,-20.37327263
71,1.4199999682605053,0.5400775978114914,-9.140050544737111,-20.37327263
72,1.439999967813499,0.5400775978114914,-9.140050544737111,-20.37327263
73,1.4599999673664996,0.5400775978114914,-9.140050544737111,-20.37327263
74,1.4799999669194008,0.5400775978114914,-9.140050544737111,-20.37327263
75,1.4999999664724015,0.5400775978114914,-9.140050544737111,-20.37327263
76,1.5199999660254022,0.5400775978114914,-9.140050544737111,-20.37327263
77,1.5399999655783034,0.5400775978114914,-9.140050544737111,-20.37327263
78,1.5599999651313041,0.5400775978114914,-9.140050544737111,-20.37327263
79,1.5799999646843048,0.5400775978114914,-9.140050544737111,-20.37327263
80,1.599999964237199,0.5400775978114914,-9.140050544737111,-20.37327263
