(-9.15,-10.84,8.32),3322.41992573813
(-9.15,-10.84,8.32),3322.43992573768
(-9.15,-10.84,8.32),3322.45992573723
(-9.15,-10.84,8.32),3322.47992573678
(-9.15,-10.84,8.32),3322.49992573634
(-9.15,-10.84,8.32),3322.51992573589
(-9.15,-10.84,8.32),3322.53992573544
(-9.15,-10.84,8.32),3322.559925735
(-9.15,-10.84,8.32),3322.57992573455
(-9.15,-10.84,8.32),3322.5999257341
(-9.15,-10.84,8.32),3322.61992573366
(-9.15,-10.84,8.32),3322.63992573321
(-9.15,-10.84,8.32),3322.65992573276
(-9.15,-10.84,8.32),3322.67992573231
(-9.0731081123784,-10.88514694,7.999446195414378),3322.69992573187
(-9.0731081123784,-10.88514694,7.999446195414378),3322.71992573142
(-8.957519883571896,-10.9530133,7.517577280985625),3322.73992573097
(-8.957519883571896,-10.9530133,7.517577280985625),3322.75992573053
(-8.880196924651107,-10.9984129,7.195226597362612),3322.77992573008
(-8.841719013782571,-11.0210055,7.0348158806844765),3322.79992572963
(-8.803241106958708,-11.043598,6.874406168985764),3322.81992572919
(-8.764763196090172,-11.0661906,6.713995452307628),3322.83992572874
(-8.68795524555376,-11.1112879,6.393793973843278),3322.85992572829
(-8.64923799629946,-11.1340197,6.2323868467591845),3322.87992572784
(-8.610618005474429,-11.1566952,6.071385863932637),3322.8999257274
(-8.572021895076288,-11.1793564,5.91048361289029),3322.91992572695
(-8.495066065249873,-11.224541499999999,5.589660169575173),3322.9399257265
(-8.456588150336666,-11.2471341,5.429248447917614),3322.95992572606
(-8.41810983725162,-11.2697266,5.268836688060741),3322.97992572561
(-8.379632021881374,-11.2923191,5.108424975953011),3322.99992572516
(-8.37963211737966,-11.2923191,5.108423980523417),3323.01992572472
(-8.264172385632314,-11.3601111,4.627085863302445),3323.03992572427
(-8.22550280173351,-11.3828152,4.465877195216348),3323.05992572382
(-8.225502992730087,-11.3828152,4.465875204357159),3323.07992572337
(-8.148569952402683,-11.427986,4.1451513927575485),3323.09992572293
(-8.110092137032435,-11.4505785,3.9847396806498203),3323.11992572248
(-8.033086921307513,-11.4957913,3.6637105811336577),3323.13992572203
(-7.994559520952839,-11.518412399999999,3.503093193725225),3323.15992572159
(-7.955918389941548,-11.5410994,3.342006801692351),3323.17992572114
(-7.95591758550853,-11.5410994,3.342004715334875),3323.19992572069
(-7.879083524153403,-11.586212,3.02169424519586),3323.21992572024
(-7.8404174849282535,-11.6089142,2.860500986045116),3323.2399257198
(-7.76352178669828,-11.654062099999999,2.5399324502251996),3323.25992571935
(-7.724905332457556,-11.6767348,2.378944866375158),3323.2799257189
(-7.724904528024538,-11.6767348,2.378942780017682),3323.29992571846
(-7.6479930422339155,-11.7218932,2.058308435741404),3323.31992571801
(-7.609321140534346,-11.7445982,1.897092513153284),3323.33992571756
(-7.532355011717895,-11.7897871,1.5762319164964023),3323.35992571712
(-7.493715489572641,-11.8124731,1.4151496971784834),3323.37992571667
(-7.493714685139622,-11.8124731,1.4151476108210064),3323.39992571622
(-7.416770915292972,-11.85765,1.0943785678449336),3323.41992571577
(-7.378188776414182,-11.880302,0.9335359234854925),3323.43992571533
(-7.301317986398066,-11.925436,0.6130742547834496),3323.45992571488
(-7.3013171819650475,-11.925436,0.6130721684259726),3323.47992571443
(-7.224297119057499,-11.970657,0.29198840117556024),3323.49992571399
(-7.185777516984861,-11.993273,0.1314049134249018),3323.51992571354
(-7.108620424072874,-12.038574,-0.19025055285287173),3323.53992571309
(-7.070141095334877,-12.061167,-0.35066743310514603),3323.55992571265
(-7.070141381829741,-12.061167,-0.3506704193939285),3323.5799257122
(-6.9930682847624,-12.106418999999999,-0.6719762663099917),3323.59992571175
