Timestep,Next Target,Distance
0.0,15,0.0
0.01999999955289411,15,0.07738304276597331
0.03999999910590191,15,0.09286118770062689
0.05999999865889549,15,0.09595490527325753
0.0799999982117896,15,0.09657478121912812
0.0999999977647974,15,0.09669685679086497
0.11999999731779099,15,0.09672165832480717
0.1399999968706993,15,0.09672738659623216
0.1599999964236929,15,0.09672739876155596
0.1799999959767007,15,0.096727403222548
0.1999999955295948,15,0.09672739977343231
0.21999999508258838,15,0.09672739978705865
0.23999999463559618,15,0.09672739903897785
0.2599999941884903,15,0.09672739901616062
0.2799999937414981,15,0.0967273990197397
0.2999999932944917,15,0.0967273990198104
0.3199999928474,15,0.09672740874211
0.3399999924003936,15,0.09672743307449289
0.3599999919533019,15,0.09672746893111019
0.3799999915062955,15,0.09672751409077149
0.3999999910592891,15,0.09672754961303265
0.4199999906121974,15,0.09672754982199114
0.439999990165191,15,0.09672752739568471
0.4599999897181988,15,0.09672752720792616
0.4799999892710929,15,0.09672758410014176
0.4999999888241007,15,0.09672758466144318
0.5199999883770943,15,0.0967276398548906
0.5399999879299884,15,0.09672768453821362
0.5599999874829962,15,0.09672768480592933
0.5799999870359898,15,0.09672776235283685
0.5999999865888981,15,0.09672777138902496
0.6199999861418917,15,0.09672785772923785
0.6399999856948995,15,0.09672791588982353
0.6599999852477936,15,0.09672785872872587
0.6799999848008014,15,0.09672779455522201
0.699999984353795,15,0.09672783145097648
0.7199999839066891,15,0.09672790887728171
0.7399999834596969,15,0.09672782800963342
0.7599999830126904,15,0.09672787295556971
0.7799999825655988,15,0.09672787351292922
0.7999999821185924,15,0.09672785454464446
0.8199999816715007,15,0.09672785636485917
0.8399999812244943,15,0.09672780442947813
0.8599999807775021,15,0.09672780395130158
0.8799999803303962,15,0.09672776548254575
0.8999999798833898,15,0.09672784492776965
0.9199999794363976,15,0.09672784568559246
0.9399999789892917,15,0.09672778242146175
0.9599999785422995,15,0.09672776010174318
0.979999978095293,15,0.09672781678633925
0.9999999776482014,15,0.09672780025087559
1.019999977201195,15,0.09672781701858438
1.0399999767541885,15,0.09672780021237722
1.0599999763070969,15,0.09672781701797156
1.0799999758600904,15,0.09672780021254808
1.0999999754130982,15,0.09672781701797156
1.1199999749659924,15,0.09672780021254808
1.1399999745190001,15,0.09672781701797156
1.1599999740719937,15,0.09672780021254808
1.179999973624902,15,0.09672781701797156
1.1999999731778956,15,0.09672780021254808
1.2199999727308892,15,0.09672781701797156
1.2399999722837975,15,0.09672780021254808
1.2599999718367911,15,0.09672781701797156
1.2799999713896995,15,0.09672780021254808
1.299999970942693,15,0.09672781701797156
1.3199999704957008,15,0.09672780021254808
1.339999970048595,15,0.09672781701797156
1.3599999696015885,15,0.09672780021254808
1.3799999691545963,15,0.09672781701797156
1.3999999687074904,15,0.09672780021254808
1.4199999682604982,15,0.09672781701797156
1.4399999678134918,15,0.0980028457833343
1.4599999673664001,15,0.10180579733983228
1.4799999669193937,15,0.11163931572586538
1.4999999664724015,15,0.13609177007630877
