Timestep,Next Target,Distance
0.0,1,0.0
0.01999999955289411,1,0.07738304276597331
0.0399999991058948,1,0.09286118683584076
0.05999999865889549,1,0.0959549142859389
0.07999999821179671,1,0.09657478643581156
0.0999999977647974,1,0.09669687593251214
0.11999999731779809,1,0.09672167612199367
0.1399999968706993,1,0.09672739609294978
0.1599999964237,1,0.09672739609237453
0.17999999597669358,1,0.09672739661105818
0.1999999955295948,1,0.09672739652870342
0.2199999950825955,1,0.0967273965416114
0.23999999463559618,1,0.096727396541867
0.2599999941884974,1,0.09672739654184408
0.2799999937414981,1,0.09672739654184408
0.2999999932944988,1,0.09672739598828237
0.3199999928474,1,0.09672739611227299
0.3399999924003936,1,0.09672739609277228
0.35999999195339427,1,0.09672737555377797
0.3799999915062955,1,0.09672739326832816
0.3999999910592962,1,0.09672740682250822
0.41999999061229687,1,0.09672739900647877
0.4399999901651981,1,0.09672740419758606
0.4599999897181988,1,0.09672740426693982
0.4799999892711,1,0.09672740425795084
0.4999999888240936,1,0.0967274246255914
0.5199999883770943,1,0.0967274555328983
0.5399999879299955,1,0.0967274216390418
0.5599999874829962,1,0.09672744565434781
0.5799999870359969,1,0.09672745336939635
0.5999999865888981,1,0.0967274256572206
0.6199999861418988,1,0.09672741088769114
0.6399999856948995,1,0.09672741125182494
0.6599999852477936,1,0.09672739691658361
0.6799999848007943,1,0.0967273797898724
0.699999984353795,1,0.09672737227769261
0.7199999839066962,1,0.09672737988760548
0.7399999834596969,1,0.09672737701962933
0.7599999830126976,1,0.09672737193181889
0.7799999825655988,1,0.09672737434721189
0.7999999821185995,1,0.0967273731782264
0.8199999816716002,1,0.09672738022709342
0.8399999812244943,1,0.0967273998496297
0.859999980777495,1,0.09672742740413812
0.8799999803303962,1,0.09672744859326722
0.8999999798833969,1,0.0967274868739867
0.9199999794363976,1,0.09672750096175602
0.9399999789892988,1,0.0967275106988373
0.9599999785422995,1,0.09672750087117689
0.9799999780953002,1,0.09672750073481597
0.9999999776481943,1,0.09672750075294473
1.019999977201195,1,0.09672750075330185
1.0399999767541956,1,0.09672750075332058
1.0599999763070969,1,0.09672750075332058
1.0799999758600975,1,0.09672750075332058
1.0999999754130982,1,0.09672750075332058
1.1199999749659995,1,0.09672748442941388
1.1399999745190001,1,0.09672751595961518
1.1599999740719937,1,0.09672755849418206
1.179999973624895,1,0.09672755860501171
1.1999999731778956,1,0.09672751381899078
1.2199999727308963,1,0.0967275585192308
1.2399999722837975,1,0.09672752939274151
1.2599999718367982,1,0.09672754806679135
1.279999971389799,1,0.0967275080817797
1.2999999709427001,1,0.0967274850467625
1.3199999704956937,1,0.09672749092056494
1.339999970048595,1,0.09672748556196151
1.3599999696015956,1,0.09672750336477366
1.3799999691545963,1,0.09672748538052328
1.3999999687074975,1,0.09672749704031472
1.4199999682604982,1,0.09672747732208642
1.439999967813499,1,0.09672748498366125
1.4599999673664001,1,0.09672747897927951
1.4799999669193937,1,0.0967274895641278
1.4999999664723944,1,0.0967274888400181
1.5199999660252956,1,0.09672749588279075
1.5399999655782963,1,0.09672748516928682
1.559999965131297,1,0.09672748274985513
1.5799999646841982,1,0.09672748653340776
1.599999964237199,1,0.09672748677194495
1.6199999637901996,1,0.0967274948823934
1.6399999633430937,1,0.09672748893973204
1.6599999628960944,1,0.0967274626534973
1.679999962449095,1,0.0967274464151247
1.6999999620019963,1,0.09672744099968857
1.719999961554997,1,0.09672745979175479
1.7399999611079977,1,0.09672744033422193
1.759999960660899,1,0.09672745973863078
1.7799999602138996,1,0.09672744034791747
1.7999999597667937,1,0.09672745973885047
1.8199999593197944,1,0.09672747048094316
1.839999958872795,1,0.09672745831541577
1.8599999584256963,1,0.09672750056617094
1.879999957978697,1,0.09672752547144635
1.8999999575316977,1,0.09672757885738337
1.919999957084599,1,0.0967276127550757
1.9399999566375996,1,0.09672761262476072
1.9599999561906003,1,0.096727561286994
1.9799999557434944,1,0.09672761252222414
1.999999955296495,1,0.0967276126547135
2.019999954849496,1,0.09672761262644841
2.039999954402397,1,0.09672757328617913
2.0599999539553977,1,0.09672757319516131
2.0799999535083984,1,0.09672757320929083
2.0999999530612996,1,0.09672761248554612
2.1199999526143003,1,0.0967276126528106
2.139999952167294,1,0.09672761262661755
2.159999951720195,1,0.09672761262602092
2.179999951273196,1,0.09672761262602092
2.1999999508261965,1,0.09672761262602092
2.2199999503790977,1,0.09672761262602092
2.2399999499320984,1,0.09672761262602092
2.2599999494849996,1,0.09672761262602092
2.2799999490380003,1,0.09672761262602092
2.299999948590994,1,0.09672761262602092
2.319999948143895,1,0.09672761262602092
2.339999947696896,1,0.09672761262602092
2.3599999472498965,1,0.09672761262602092
2.3799999468027977,1,0.09672761262602092
2.3999999463557984,1,0.09672761262602092
2.419999945908799,1,0.09672761262602092
2.4399999454617003,1,0.09672761262602092
2.459999945014694,1,0.09672761262602092
2.4799999445676946,1,0.09696933691215279
2.499999944120596,1,0.09853102012304817
2.5199999436735965,1,0.102205803207184
2.539999943226597,1,0.10908810095256638
2.5599999427794984,1,0.1201018799781174
2.579999942332499,1,0.13580364842319756
2.5999999418854998,1,0.15911341079724603
2.619999941438394,1,0.18763125967921418
2.6399999409913946,1,0.22082450992793884
2.659999940544296,1,0.2588953832446964
2.6799999400972965,1,0.30146980065460194
2.699999939650297,1,0.35218070963633674
2.7199999392031984,1,0.4071592705297293
2.739999938756199,1,0.46608295571478575
2.7599999383091998,1,0.5290606114216182
2.779999937862094,1,0.5957704392063378
2.7999999374150946,1,0.6662291558631505
2.8199999369680953,1,0.7368318259441624
2.8399999365209965,1,0.8075868281645197
2.859999936073997,1,0.8784511074977134
2.879999935626998,1,0.9493586677779344
2.899999935179899,1,1.0203298868494362
2.9199999347328998,1,1.0913381990389577
2.9399999342858933,1,1.1621346489344386
2.9599999338387946,1,1.2327352244720247
2.9799999333917953,1,1.3018606867009306
2.999999932944796,1,1.364434150013332
3.019999932497697,1,1.422441288081236
3.039999932050698,1,1.4783427401316422
3.0599999316036985,1,1.532451214385352
3.0799999311565998,1,1.5855119902868184
3.0999999307095933,1,1.6375536887116517
3.1199999302624946,1,1.689094277907262
3.1399999298154952,1,1.7406373950116274
3.159999929368496,1,1.7921828413867409
3.179999928921397,1,1.8437283552624328
3.199999928474398,1,1.8952592677443378
3.2199999280273985,1,1.9467987051404483
3.2399999275802998,1,1.9983126056216258
3.2599999271332933,1,2.049834868101549
3.279999926686294,1,2.10212156187394
3.2999999262391952,1,2.1586298723667507
3.319999925792196,1,2.219750161972234
3.3399999253451966,1,2.288252161458485
3.359999924898098,1,2.3648934963619004
3.3799999244510985,1,2.4506003198750608
3.3999999240040992,1,2.549622387817742
3.4199999235569933,1,2.6529872232118086
3.439999923109994,1,2.7578170438595624
3.4599999226629947,1,2.863283678050135
3.479999922215896,1,2.969807888295621
3.4999999217688966,1,3.0784162286731407
3.5199999213218973,1,3.1876274285018447
3.5399999208747985,1,3.2968668859667045
3.5599999204277992,1,3.4060987548039448
3.5799999199806933,1,3.5157748088535588
3.599999919533694,1,3.6258127402587856
3.6199999190866947,1,3.736056867854647
3.639999918639596,1,3.846336337844657
3.6599999181925966,1,3.9566223563353735
3.6799999177455973,1,4.066890477590893
3.6999999172984985,1,4.177197121201107
3.7199999168514992,1,4.286888855949675
3.7399999164045,1,4.394999763901503
3.759999915957394,1,4.501209832066902
3.7799999155103947,1,4.605574474039851
3.7999999150633954,1,4.707154713168046
